Station_ID,time,pressure__D,air_temp,dew_point_temperature,relative_humidity_set_1,wind_speed,wind_direction,wind_gust_set_1,snow_depth_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,cloud_low_symbol_set_1,cloud_mid_symbol_set_1,cloud_high_symbol_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure,sea_level_pressure_set_1d
KMKE,09/11/2019 06:45 UTC,101930.25,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110645Z AUTO 00000KT 10SM CLR 21/18 A3010,,,,,,,,,,N,,,clear,,,,17.99,99297.26,101861.29
KMKE,09/11/2019 06:50 UTC,101930.25,21,,83.01,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 110650Z AUTO 00000KT 10SM 21/18 A3010,,,,,,,,,,N,,,,,,,17.99,99297.26,101861.29
KMKE,09/11/2019 06:52 UTC,101930.25,20.6,17.8,84.02,0,0,,,101880,,,,,,,,,2502,,,,10,,KMKE 110652Z 00000KT 10SM SCT250 21/18 A3010 RMK AO2 SLP188  T02060178,,,,,,,,,,N,,,scattered,,,,17.79,99297.26,101864.82
KMKE,09/11/2019 06:55 UTC,101930.25,21,,83.01,1.54,200,,,,,,,,,,,,1,,,,10,,METAR KMKE 110655Z AUTO 20003KT 10SM CLR 21/18 A3010,,,,,,,,,,SSW,,,clear,,,,17.99,99297.26,101861.29
KMKE,09/11/2019 07:00 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110700Z AUTO 00000KT 10SM CLR 21/18 A3009,,,,,,,,,,N,,,clear,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 07:05 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110705Z AUTO 00000KT 10SM CLR 21/18 A3009,,,,,,,,,,N,,,clear,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 07:10 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110710Z AUTO 00000KT 10SM CLR 21/18 A3009,,,,,,,,,,N,,,clear,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 07:15 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110715Z AUTO 00000KT 10SM CLR 21/18 A3009,,,,,,,,,,N,,,clear,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 07:20 UTC,101896.38,21,,77.94,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110720Z AUTO 00000KT 10SM CLR 21/17 A3009,,,,,,,,,,N,,,clear,,,,16.98,99264.26,101827.46
KMKE,09/11/2019 07:25 UTC,101896.38,21,,77.94,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110725Z AUTO 00000KT 10SM CLR 21/17 A3009,,,,,,,,,,N,,,clear,,,,16.98,99264.26,101827.46
KMKE,09/11/2019 07:30 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110730Z AUTO 00000KT 10SM CLR 21/18 A3009,,,,,,,,,,N,,,clear,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 07:35 UTC,101896.38,21,,77.94,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110735Z AUTO 00000KT 10SM CLR 21/17 A3009,,,,,,,,,,N,,,clear,,,,16.98,99264.26,101827.46
KMKE,09/11/2019 07:40 UTC,101862.52,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110740Z AUTO 00000KT 10SM CLR 21/18 A3008,,,,,,,,,,N,,,clear,,,,17.99,99231.27,101793.6
KMKE,09/11/2019 07:45 UTC,101862.52,21,,77.94,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110745Z AUTO 00000KT 10SM CLR 21/17 A3008,,,,,,,,,,N,,,clear,,,,16.98,99231.27,101793.61
KMKE,09/11/2019 07:50 UTC,101896.38,20,,82.89,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 110750Z AUTO 00000KT 10SM 20/17 A3009,,,,,,,,,,N,,,,,,,16.99,99264.26,101836.29
KMKE,09/11/2019 07:52 UTC,101862.52,20,17.2,83.95,0,0,,,101840,,,,,,,,,1506,2502,,,10,,KMKE 110752Z 00000KT 10SM FEW150 SCT250 20/17 A3008 RMK AO2 SLP184  T02000172,,,,,,,,,,N,,,scattered,,,,17.19,99231.27,101802.44
KMKE,09/11/2019 07:55 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110755Z AUTO 00000KT 10SM CLR 20/17 A3008,,,,,,,,,,N,,,clear,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 08:00 UTC,101896.38,19,,88.2,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 110800Z AUTO 00000KT 10SM CLR 19/17 A3009,,,,,,,,,,N,,,clear,,,,16.99,99264.26,101845.19
KMKE,09/11/2019 08:05 UTC,101896.38,20,,88.29,0,0,,,,,,,,,,,,1006,,,,10,,METAR KMKE 110805Z AUTO 00000KT 10SM FEW100 20/18 A3009,,,,,,,,,,N,,,thin scattered,,,,17.99,99264.26,101836.27
KMKE,09/11/2019 08:10 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,1006,,,,10,,METAR KMKE 110810Z AUTO 00000KT 10SM FEW100 20/17 A3008,,,,,,,,,,N,,,thin scattered,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 08:15 UTC,101862.52,20,,88.29,0,0,,,,,,,,,,,,1006,,,,10,,METAR KMKE 110815Z AUTO 00000KT 10SM FEW100 20/18 A3008,,,,,,,,,,N,,,thin scattered,,,,17.99,99231.27,101802.43
KMKE,09/11/2019 08:20 UTC,101896.38,20,,88.29,0,0,,,,,,,,,,,,1006,,,,10,,METAR KMKE 110820Z AUTO 00000KT 10SM FEW100 20/18 A3009,,,,,,,,,,N,,,thin scattered,,,,17.99,99264.26,101836.27
KMKE,09/11/2019 08:25 UTC,101896.38,20,,82.89,0,0,,,,,,,,,,,,1002,,,,10,,METAR KMKE 110825Z AUTO 00000KT 10SM SCT100 20/17 A3009,,,,,,,,,,N,,,scattered,,,,16.99,99264.26,101836.29
KMKE,09/11/2019 08:30 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,346,1003,,,10,,METAR KMKE 110830Z AUTO 00000KT 10SM FEW034 BKN100 21/18 A3009,,,,3048,,,,,,N,,,broken,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 08:35 UTC,101896.38,20,,88.29,0,0,,,,,,,,,,,,346,1002,,,10,,METAR KMKE 110835Z AUTO 00000KT 10SM FEW034 SCT100 20/18 A3009,,,,,,,,,,N,,,scattered,,,,17.99,99264.26,101836.27
KMKE,09/11/2019 08:40 UTC,101862.52,21,,83.01,0,0,,,,,,,,,,,,342,1002,,,10,,METAR KMKE 110840Z AUTO 00000KT 10SM SCT034 SCT100 21/18 A3008,,,,,,,,,,N,,,scattered,,,,17.99,99231.27,101793.6
KMKE,09/11/2019 08:45 UTC,101896.38,20,,82.89,0,0,,,,,,,,,,,,342,1003,,,10,,METAR KMKE 110845Z AUTO 00000KT 10SM SCT034 BKN100 20/17 A3009,,,,3048,,,,,,N,,,broken,,,,16.99,99264.26,101836.29
KMKE,09/11/2019 08:50 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,342,1002,,,10,,METAR KMKE 110850Z AUTO 00000KT 10SM SCT034 SCT100 20/17 A3008,,,,,,,,,,N,,,scattered,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 08:52 UTC,101862.52,20,17.2,83.95,0,0,,,101830,,2503,,,,8003,,,342,1002,,,10,,KMKE 110852Z 00000KT 10SM SCT034 SCT100 BKN250 20/17 A3008 RMK AO2  SLP183 T02000172 58003,,,,7620,,,,,,N,,,broken,,,,17.19,99231.27,101802.44
KMKE,09/11/2019 08:55 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,346,,,,10,,METAR KMKE 110855Z AUTO 00000KT 10SM FEW034 20/17 A3008,,,,,,,,,,N,,,thin scattered,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 09:00 UTC,101862.52,20,,88.29,0,0,,,,,,,,,,,,346,952,,,10,,METAR KMKE 110900Z AUTO 00000KT 10SM FEW034 SCT095 20/18 A3008,,,,,,,,,,N,,,scattered,,,,17.99,99231.27,101802.43
KMKE,09/11/2019 09:05 UTC,101862.52,19,,93.94,0,0,,,,,,,,,,,,346,902,,,10,,METAR KMKE 110905Z AUTO 00000KT 10SM FEW034 SCT090 19/18 A3008,,,,,,,,,,N,,,scattered,,,,18,99231.27,101811.32
KMKE,09/11/2019 09:10 UTC,101862.52,19,,88.2,0,0,,,,,,,,,,,,906,,,,10,,METAR KMKE 110910Z AUTO 00000KT 10SM FEW090 19/17 A3008,,,,,,,,,,N,,,thin scattered,,,,16.99,99231.27,101811.34
KMKE,09/11/2019 09:15 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,806,,,,10,,METAR KMKE 110915Z AUTO 00000KT 10SM FEW080 20/17 A3008,,,,,,,,,,N,,,thin scattered,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 09:20 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,803,,,,10,,METAR KMKE 110920Z AUTO 00000KT 10SM BKN080 20/17 A3008,,,,2438.4,,,,,,N,,,broken,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 09:25 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,853,,,,10,,METAR KMKE 110925Z AUTO 00000KT 10SM BKN085 20/17 A3008,,,,2590.8,,,,,,N,,,broken,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 09:30 UTC,101862.52,20,,88.29,0,0,,,,,,,,,,,,903,,,,10,,METAR KMKE 110930Z AUTO 00000KT 10SM BKN090 20/18 A3008,,,,2743.2,,,,,,N,,,broken,,,,17.99,99231.27,101802.43
KMKE,09/11/2019 09:35 UTC,101862.52,20,,88.29,0,0,,,,,,,,,,,,903,1003,,,10,,METAR KMKE 110935Z AUTO 00000KT 10SM BKN090 BKN100 20/18 A3008,,,,2743.2,,,,,,N,,,broken,,,,17.99,99231.27,101802.43
KMKE,09/11/2019 09:40 UTC,101862.52,20,,88.29,0,0,,,,,,,,,,,,853,,,,10,,METAR KMKE 110940Z AUTO 00000KT 10SM BKN085 20/18 A3008,,,,2590.8,,,,,,N,,,broken,,,,17.99,99231.27,101802.43
KMKE,09/11/2019 09:45 UTC,101862.52,20,,88.29,0,0,,,,,,,,,,,,853,,,,10,,METAR KMKE 110945Z AUTO 00000KT 10SM BKN085 20/18 A3008,,,,2590.8,,,,,,N,,,broken,,,,17.99,99231.27,101802.43
KMKE,09/11/2019 09:50 UTC,101828.66,20,,88.29,1.54,140,,,,,,,,,,,,852,,,,10,,METAR KMKE 110950Z AUTO 14003KT 10SM SCT085 20/18 A3007,,,,,,,,,,SE,,,scattered,,,,17.99,99198.29,101768.59
KMKE,09/11/2019 09:52 UTC,101828.66,20,17.8,87.18,2.06,140,,,101790,,,,,,,,,852,2503,,,10,,KMKE 110952Z 14004KT 10SM SCT085 BKN250 20/18 A3007 RMK AO2 SLP179  T02000178,,,,7620,,,,,,SE,,,broken,,,,17.79,99198.29,101768.6
KMKE,09/11/2019 09:55 UTC,101828.66,20,,88.29,2.57,140,,,,,,,,,,,,852,,,,10,,METAR KMKE 110955Z AUTO 14005KT 10SM SCT085 20/18 A3007,,,,,,,,,,SE,,,scattered,,,,17.99,99198.29,101768.59
KMKE,09/11/2019 10:00 UTC,101828.66,20,,88.29,2.57,160,,,,,,,,,,,,856,,,,10,,METAR KMKE 111000Z AUTO 16005KT 10SM FEW085 20/18 A3007,,,,,,,,,,SSE,,,thin scattered,,,,17.99,99198.29,101768.59
KMKE,09/11/2019 10:05 UTC,101828.66,21,,83.01,2.06,170,,,,,,,,,,,,806,,,,10,,METAR KMKE 111005Z AUTO 17004KT 10SM FEW080 21/18 A3007,,,,,,,,,,S,,,thin scattered,,,,17.99,99198.29,101759.77
KMKE,09/11/2019 10:10 UTC,101862.52,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 111010Z AUTO 00000KT 10SM CLR 21/18 A3008,,,,,,,,,,N,,,clear,,,,17.99,99231.27,101793.6
KMKE,09/11/2019 10:15 UTC,101862.52,21,,83.01,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 111015Z AUTO 00000KT 10SM CLR 21/18 A3008,,,,,,,,,,N,,,clear,,,,17.99,99231.27,101793.6
KMKE,09/11/2019 10:20 UTC,101862.52,21,,77.94,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 111020Z AUTO 00000KT 10SM CLR 21/17 A3008,,,,,,,,,,N,,,clear,,,,16.98,99231.27,101793.61
KMKE,09/11/2019 10:25 UTC,101862.52,21,,77.94,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 111025Z AUTO 00000KT 10SM CLR 21/17 A3008,,,,,,,,,,N,,,clear,,,,16.98,99231.27,101793.61
KMKE,09/11/2019 10:30 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 111030Z AUTO 00000KT 10SM CLR 20/17 A3008,,,,,,,,,,N,,,clear,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 10:35 UTC,101862.52,20,,82.89,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 111035Z AUTO 00000KT 10SM CLR 20/17 A3008,,,,,,,,,,N,,,clear,,,,16.99,99231.27,101802.45
KMKE,09/11/2019 10:40 UTC,101862.52,19,,88.2,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 111040Z AUTO 00000KT 10SM CLR 19/17 A3008,,,,,,,,,,N,,,clear,,,,16.99,99231.27,101811.34
KMKE,09/11/2019 10:45 UTC,101862.52,19,,88.2,0,0,,,,,,,,,,,,1,,,,10,,METAR KMKE 111045Z AUTO 00000KT 10SM CLR 19/17 A3008,,,,,,,,,,N,,,clear,,,,16.99,99231.27,101811.34
KMKE,09/11/2019 10:50 UTC,101862.52,19,,88.2,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 111050Z AUTO 00000KT 10SM 19/17 A3008,,,,,,,,,,N,,,,,,,16.99,99231.27,101811.34
KMKE,09/11/2019 10:52 UTC,101862.52,20,17.2,83.95,0,0,,,101830,,,,,,,,,1302,2503,,,10,,KMKE 111052Z 00000KT 10SM SCT130 BKN250 20/17 A3008 RMK AO2 SLP183  T02000172,,,,7620,,,,,,N,,,broken,,,,17.19,99231.27,101802.44
KMKE,09/11/2019 10:55 UTC,101896.38,19,,88.2,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 111055Z AUTO 00000KT 10SM 19/17 A3009,,,,,,,,,,N,,,,,,,16.99,99264.26,101845.19
KMKE,09/11/2019 11:00 UTC,101896.38,19,,88.2,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 111100Z AUTO 00000KT 10SM 19/17 A3009,,,,,,,,,,N,,,,,,,16.99,99264.26,101845.19
KMKE,09/11/2019 11:05 UTC,101896.38,20,,88.29,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 111105Z AUTO 00000KT 10SM 20/18 A3009,,,,,,,,,,N,,,,,,,17.99,99264.26,101836.27
KMKE,09/11/2019 11:10 UTC,101896.38,20,,88.29,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 111110Z AUTO 00000KT 10SM 20/18 A3009,,,,,,,,,,N,,,,,,,17.99,99264.26,101836.27
KMKE,09/11/2019 11:15 UTC,101896.38,21,,83.01,1.54,190,,,,,,,,,,,,803,,,,10,,METAR KMKE 111115Z AUTO 19003KT 10SM BKN080 21/18 A3009,,,,2438.4,,,,,,S,,,broken,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 11:20 UTC,101896.38,21,,83.01,1.54,210,,,,,,,,,,,,753,,,,10,,METAR KMKE 111120Z AUTO 21003KT 10SM BKN075 21/18 A3009,,,,2286,,,,,,SSW,,,broken,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 11:25 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,754,,,,10,,METAR KMKE 111125Z AUTO 00000KT 10SM OVC075 21/18 A3009,,,,2286,,,,,,N,,,overcast,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 11:30 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,803,,,,10,,METAR KMKE 111130Z AUTO 00000KT 10SM BKN080 21/18 A3009,,,,2438.4,,,,,,N,,,broken,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 11:35 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,753,,,,10,,METAR KMKE 111135Z AUTO 00000KT 10SM BKN075 21/18 A3009,,,,2286,,,,,,N,,,broken,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 11:40 UTC,101896.38,21,,83.01,1.54,160,,,,,,,,,,,,802,,,,10,,METAR KMKE 111140Z AUTO 16003KT 10SM SCT080 21/18 A3009,,,,,,,,,,SSE,,,scattered,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 11:45 UTC,101896.38,21,,83.01,1.54,160,,,,,,,,,,,,802,,,,10,,METAR KMKE 111145Z AUTO 16003KT 10SM SCT080 21/18 A3009,,,,,,,,,,SSE,,,scattered,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 11:50 UTC,101896.38,21,,83.01,0,0,,,,,,,,,,,,802,,,,10,,METAR KMKE 111150Z AUTO 00000KT 10SM SCT080 21/18 A3009,,,,,,,,,,N,,,scattered,,,,17.99,99264.26,101827.44
KMKE,09/11/2019 11:52 UTC,101930.25,21.1,18.9,87.29,0,0,,,101870,,1803,,,,3004,,,802,1303,,13.97,10,,KMKE 111152Z 00000KT 10SM SCT080 BKN130 BKN180 BKN250 21/19 A3010 RMK AO2 SLP187 70055 T02110189 10222 20194 53004,22.2,19.4,,3962.4,,,,,,N,,,broken,,,,18.89,99297.26,101860.39
KMKE,09/11/2019 11:55 UTC,101930.25,22,,83.13,2.06,200,,,,,,,,,,,,376,802,,,10,,METAR KMKE 111155Z AUTO 20004KT 10SM FEW037 SCT080 22/19 A3010,,,,,,,,,,SSW,,,scattered,,,,18.99,99297.26,101852.5
KMKE,09/11/2019 12:00 UTC,101930.25,22,,83.13,2.06,210,,,,,,,,,,,,372,803,,,10,,METAR KMKE 111200Z AUTO 21004KT 10SM SCT037 BKN080 22/19 A3010,,,,2438.4,,,,,,SSW,,,broken,,,,18.99,99297.26,101852.5
KMKE,09/11/2019 12:05 UTC,101930.25,22,,83.13,0,0,,,,,,,,,,,,383,803,,,10,,METAR KMKE 111205Z AUTO 00000KT 10SM BKN038 BKN080 22/19 A3010,,,,1158.24,,,,,,N,,,broken,,,,18.99,99297.26,101852.5
KMKE,09/11/2019 12:10 UTC,101930.25,22,,83.13,0,0,,,,,803,,,,,,,383,443,,,10,,METAR KMKE 111210Z AUTO 00000KT 10SM BKN038 BKN044 BKN080 22/19 A3010,,,,1158.24,,,,,,N,,,broken,,,,18.99,99297.26,101852.5
KMKE,09/11/2019 12:15 UTC,101896.38,22,,83.13,0,0,,,,,803,,,,,,,382,443,,,10,,METAR KMKE 111215Z AUTO 00000KT 10SM SCT038 BKN044 BKN080 22/19 A3009,,,,1341.12,,,,,,N,,,broken,,,,18.99,99264.26,101818.65
KMKE,09/11/2019 12:20 UTC,101896.38,22,,83.13,0,0,,,,,,,,,,,,382,453,,,10,,METAR KMKE 111220Z AUTO 00000KT 10SM SCT038 BKN045 22/19 A3009,,,,1371.6,,,,,,N,,,broken,,,,18.99,99264.26,101818.65
KMKE,09/11/2019 12:25 UTC,101896.38,22,,83.13,0,0,,,,,,,,,,,,392,,,,10,,METAR KMKE 111225Z AUTO 00000KT 10SM SCT039 22/19 A3009,,,,,,,,,,N,,,scattered,,,,18.99,99264.26,101818.65
KMKE,09/11/2019 12:30 UTC,101896.38,23,,83.25,0,0,,,,,,,,,,,,416,,,,10,,METAR KMKE 111230Z AUTO 00000KT 10SM FEW041 23/20 A3009,,,,,,,,,,N,,,thin scattered,,,,19.99,99264.26,101809.91
KMKE,09/11/2019 12:35 UTC,101896.38,22,,88.46,0,0,,,,,,,,,,,,436,1106,,,10,,METAR KMKE 111235Z AUTO 00000KT 10SM FEW043 FEW110 22/20 A3009,,,,,,,,,,N,,,thin scattered,,,,20,99264.26,101818.63
KMKE,09/11/2019 12:40 UTC,101896.38,22,,88.46,1.54,190,,,,,,,,,,,,1106,,,,10,,METAR KMKE 111240Z AUTO 19003KT 10SM FEW110 22/20 A3009,,,,,,,,,,S,,,thin scattered,,,,20,99264.26,101818.63
KMKE,09/11/2019 12:45 UTC,101896.38,23,,83.25,2.06,160,,,,,,,,,,,,806,1202,,,10,,METAR KMKE 111245Z AUTO 16004KT 10SM FEW080 SCT120 23/20 A3009,,,,,,,,,,SSE,,,scattered,,,,19.99,99264.26,101809.91
KMKE,09/11/2019 12:50 UTC,101896.38,22,,88.46,2.06,180,,,,,,,,,,,,806,1202,,,10,,METAR KMKE 111250Z AUTO 18004KT 10SM FEW080 SCT120 22/20 A3009,,,,,,,,,,S,,,scattered,,,,20,99264.26,101818.63
KMKE,09/11/2019 12:52 UTC,101896.38,22.8,20,84.26,1.54,200,,,101840,,1403,,,,,,,806,1202,,,10,,KMKE 111252Z 20003KT 10SM FEW080 SCT120 BKN140 BKN250 23/20 A3009 RMK AO2 SLP184 T02280200,,,,4267.2,,,,,,SSW,,,broken,,,,19.99,99264.26,101811.65
KMKE,09/11/2019 12:55 UTC,101896.38,23,,83.25,0,0,,,,,,,,,,,,1106,,,,10,,METAR KMKE 111255Z AUTO 00000KT 10SM FEW110 23/20 A3009,,,,,,,,,,N,,,thin scattered,,,,19.99,99264.26,101809.91
KMKE,09/11/2019 13:00 UTC,101862.52,23,,83.25,0,0,,,,,,,,,,,,1002,1202,,,10,,METAR KMKE 111300Z AUTO 00000KT 10SM SCT100 SCT120 23/20 A3008,,,,,,,,,,N,,,scattered,,,,19.99,99231.27,101776.08
KMKE,09/11/2019 13:05 UTC,101896.38,23,,83.25,1.54,140,,,,,,,,,,,,1002,,,,10,,METAR KMKE 111305Z AUTO 14003KT 10SM SCT100 23/20 A3009,,,,,,,,,,SE,,,scattered,,,,19.99,99264.26,101809.91
KMKE,09/11/2019 13:10 UTC,101896.38,23,,83.25,1.54,170,,,,,,,,,,,,1006,,,,9,,METAR KMKE 111310Z AUTO 17003KT 9SM FEW100 23/20 A3009,,,,,,,,,,S,,,thin scattered,,,,19.99,99264.26,101809.91
KMKE,09/11/2019 13:15 UTC,101896.38,23,,83.25,0,0,,,,,,,,,,,,1002,,,,9,,METAR KMKE 111315Z AUTO 00000KT 9SM SCT100 23/20 A3009,,,,,,,,,,N,,,scattered,,,,19.99,99264.26,101809.91
KMKE,09/11/2019 13:20 UTC,101896.38,23,,88.54,0,0,,,,,,,,,,,,1003,,,,9,,METAR KMKE 111320Z AUTO 00000KT 9SM BKN100 23/21 A3009,,,,3048,,,,,,N,,,broken,,,,21,99264.26,101809.89
KMKE,09/11/2019 13:25 UTC,101896.38,23,,88.54,2.06,180,,,,,,,,,,,,1003,,,,9,,METAR KMKE 111325Z AUTO 18004KT 9SM BKN100 23/21 A3009,,,,3048,,,,,,S,,,broken,,,,21,99264.26,101809.89
KMKE,09/11/2019 13:30 UTC,101896.38,24,,83.37,2.57,180,,,,,,,,,,,,1003,,,,9,,METAR KMKE 111330Z AUTO 18005KT 9SM BKN100 24/21 A3009,,,,3048,,,,,,S,,,broken,,,,21,99264.26,101801.24
KMKE,09/11/2019 13:35 UTC,101930.25,24,,83.37,2.06,180,,,,,,,,,,,,1003,,,,9,,METAR KMKE 111335Z AUTO 18004KT 9SM BKN100 24/21 A3010,,,,3048,,,,,,S,,,broken,,,,21,99297.26,101835.08
KMKE,09/11/2019 13:40 UTC,101896.38,24,,83.37,2.06,160,,,,,,,,,,,,1003,,,,9,,METAR KMKE 111340Z AUTO 16004KT 9SM BKN100 24/21 A3009,,,,3048,,,,,,SSE,,,broken,,,,21,99264.26,101801.24
KMKE,09/11/2019 13:45 UTC,101896.38,24,,83.37,2.06,200,,,,,,,,,,,,806,1003,,,9,,METAR KMKE 111345Z AUTO 20004KT 9SM FEW080 BKN100 24/21 A3009,,,,3048,,,,,,SSW,,,broken,,,,21,99264.26,101801.24
KMKE,09/11/2019 13:50 UTC,101896.38,24,,83.37,3.09,200,,,,,,,,,,,,806,1003,,,9,,METAR KMKE 111350Z AUTO 20006KT 9SM FEW080 BKN100 24/21 A3009,,,,3048,,,,,,SSW,,,broken,,,,21,99264.26,101801.24
KMKE,09/11/2019 13:52 UTC,101896.38,23.9,21.1,84.39,2.57,190,,,101850,,1503,,,,,,,806,1003,,,9,,KMKE 111352Z 19005KT 9SM FEW080 BKN100 BKN150 BKN250 24/21 A3009 RMK AO2 SLP185 T02390211,,,,3048,,,,,,S,,,broken,,,,21.1,99264.26,101802.1
KMKE,09/11/2019 13:55 UTC,101896.38,24,,83.37,2.06,170,,,,,,,,,,,,1002,,,,9,,METAR KMKE 111355Z AUTO 17004KT 9SM SCT100 24/21 A3009,,,,,,,,,,S,,,scattered,,,,21,99264.26,101801.24
KMKE,09/11/2019 14:00 UTC,101896.38,24,,88.62,1.54,180,,,,,,,,,,,,1002,,,,9,,METAR KMKE 111400Z AUTO 18003KT 9SM SCT100 24/22 A3009,,,,,,,,,,S,,,scattered,,,,22,99264.26,101801.22
KMKE,09/11/2019 14:05 UTC,101896.38,24,,88.62,1.54,160,,,,,,,,,,,,1002,,,,9,,METAR KMKE 111405Z AUTO 16003KT 9SM SCT100 24/22 A3009,,,,,,,,,,SSE,,,scattered,,,,22,99264.26,101801.22
KMKE,09/11/2019 14:10 UTC,101896.38,24,,88.62,1.54,140,,,,,,,,,,,,952,,,,9,,METAR KMKE 111410Z AUTO 14003KT 9SM SCT095 24/22 A3009,,,,,,,,,,SE,,,scattered,,,,22,99264.26,101801.22
KMKE,09/11/2019 14:15 UTC,101862.52,24,,88.62,1.54,190,,,,,,,,,,,,956,,,,9,,METAR KMKE 111415Z AUTO 19003KT 9SM FEW095 24/22 A3008,,,,,,,,,,S,,,thin scattered,,,,22,99231.27,101767.39
KMKE,09/11/2019 14:20 UTC,101896.38,25,,83.48,3.09,190,,,,,,,,,,,,1006,,,,9,,METAR KMKE 111420Z AUTO 19006KT 9SM FEW100 25/22 A3009,,,,,,,,,,S,,,thin scattered,,,,22,99264.26,101792.62
KMKE,09/11/2019 14:25 UTC,101896.38,26,,78.68,2.57,210,,,,,,,,,,,,1006,,,,9,,METAR KMKE 111425Z AUTO 21005KT 9SM FEW100 26/22 A3009,,,,,,,,,,SSW,,,thin scattered,,,,22,99264.26,101784.09
KMKE,09/11/2019 14:30 UTC,101896.38,26,,78.68,3.09,220,,,,,,,,,,,,956,,,,9,,METAR KMKE 111430Z AUTO 22006KT 9SM FEW095 26/22 A3009,,,,,,,,,,SW,,,thin scattered,,,,22,99264.26,101784.09
