Station_ID,time,altimeter_set_1,air_temp,dew_point_temp,relative_humidity_set_1,wind_speed,wind_direction,wind_gust_set_1,snow_depth_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,cloud_low_symbol_set_1,cloud_mid_symbol_set_1,cloud_high_symbol_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure,sea_level_pressure_set_1d
KMKE,06/17/2018 19:00 UTC,101422.29,33,,55.9,4.12,240,,,,,,,,,,,,486,,,,10,,METAR KMKE 171900Z AUTO 24008KT 10SM FEW048 33/23 A2995,,,,,,,,,,WSW,38.11,,thin scattered,,,,23.06,98802.42,101252.58
KMKE,06/17/2018 19:05 UTC,101422.29,34,,49.75,5.14,220,8.23,,,,,,,,,,,486,,,,10,,METAR KMKE 171905Z AUTO 22010G16KT 10SM FEW048 34/22 A2995,,,,,,,,,,SW,38.31,,thin scattered,,,,22.08,98802.42,101244.55
KMKE,06/17/2018 19:10 UTC,101422.29,33,,52.61,6.17,220,9.26,,,,,,,,,,,466,,,,10,,METAR KMKE 171910Z AUTO 22012G18KT 10SM FEW046 33/22 A2995,,,,,,,,,,SW,37.06,,thin scattered,,,,22.07,98802.42,101252.6
KMKE,06/17/2018 19:15 UTC,101422.29,33,,52.61,7.2,210,,,,,,,,,,,,466,,,,10,,METAR KMKE 171915Z AUTO 21014KT 10SM FEW046 33/22 A2995,,,,,,,,,,SSW,37.06,,thin scattered,,,,22.07,98802.42,101252.6
KMKE,06/17/2018 19:20 UTC,101422.29,33,,52.61,5.14,230,,,,,,,,,,,,456,,,,10,,METAR KMKE 171920Z AUTO 23010KT 10SM FEW045 33/22 A2995,,,,,,,,,,SW,37.06,,thin scattered,,,,22.07,98802.42,101252.6
KMKE,06/17/2018 19:25 UTC,101422.29,33,,52.61,5.14,240,,,,,,,,,,,,452,552,,,10,,METAR KMKE 171925Z AUTO 24010KT 10SM SCT045 SCT055 33/22 A2995,,,,,,,,,,WSW,37.06,,scattered,,,,22.07,98802.42,101252.6
KMKE,06/17/2018 19:30 UTC,101422.29,33,,55.9,5.14,210,7.72,,,,,,,,,,,426,506,,,10,,METAR KMKE 171930Z AUTO 21010G15KT 10SM FEW042 FEW050 33/23 A2995,,,,,,,,,,SSW,38.11,,thin scattered,,,,23.06,98802.42,101252.58
KMKE,06/17/2018 19:35 UTC,101422.29,33,,55.9,5.14,200,7.72,,,,,,,,,,,426,506,,,10,,METAR KMKE 171935Z AUTO 20010G15KT 10SM FEW042 FEW050 33/23 A2995,,,,,,,,,,SSW,38.11,,thin scattered,,,,23.06,98802.42,101252.58
KMKE,06/17/2018 19:40 UTC,101422.29,33,,55.9,7.2,220,,,,,,,,,,,,426,506,,,10,,METAR KMKE 171940Z AUTO 22014KT 10SM FEW042 FEW050 33/23 A2995,,,,,,,,,,SW,38.11,,thin scattered,,,,23.06,98802.42,101252.58
KMKE,06/17/2018 19:45 UTC,101388.43,33,,55.9,5.66,210,,,,,,,,,,,,412,,,,10,,METAR KMKE 171945Z AUTO 21011KT 10SM SCT041 33/23 A2994,,,,,,,,,,SSW,38.11,,scattered,,,,23.06,98769.43,101218.77
