Station_ID,time,altimeter_set_1,air_temp,dew_point_temp,relative_humidity_set_1,wind_speed,wind_direction,wind_gust_set_1,snow_depth_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,cloud_low_symbol_set_1,cloud_mid_symbol_set_1,cloud_high_symbol_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure,sea_level_pressure_set_1d
KMKE,07/08/2020 18:00 UTC,101456.16,31,,58.89,0,0,,,,,,,,,,,,376,,,,10,,METAR KMKE 081800Z AUTO 00000KT 10SM FEW037 31/22 A2996,,,,,,,,,,N,34.57,,thin scattered,,,,22.04,98835.41,101302.69
KMKE,07/08/2020 18:05 UTC,101456.16,31,,58.89,,,,,,,,,,,,,,376,,,,10,,METAR KMKE 081805Z AUTO 10SM FEW037 31/22 A2996,,,,,,,,,,,34.57,,thin scattered,,,,22.04,98835.41,101302.69
KMKE,07/08/2020 18:10 UTC,101456.16,30,,62.35,5.14,110,,,,,,,,,,,,372,,,,10,,METAR KMKE 081810Z AUTO 11010KT 10SM SCT037 30/22 A2996,,,,,,,,,,ESE,33.31,,scattered,,,,22.03,98835.41,101310.91
KMKE,07/08/2020 18:15 UTC,101456.16,29,,66.04,4.12,90,,,,,,,,,,,,372,,,,10,,METAR KMKE 081815Z AUTO 09008KT 10SM SCT037 29/22 A2996,,,,,,,,,,E,32.02,,scattered,,,,22.02,98835.41,101319.19
KMKE,07/08/2020 18:20 UTC,101422.29,29,,66.04,4.63,100,,,,,,,,,,,,372,,,,10,,METAR KMKE 081820Z AUTO 10009KT 10SM SCT037 29/22 A2995,,,,,,,,,,E,32.02,,scattered,,,,22.02,98802.42,101285.37
KMKE,07/08/2020 18:25 UTC,101422.29,29,,66.04,4.63,100,,,,,,,,,,,,372,,,,10,,METAR KMKE 081825Z AUTO 10009KT 10SM SCT037 29/22 A2995,,,,,,,,,,E,32.02,,scattered,,,,22.02,98802.42,101285.37
KMKE,07/08/2020 18:30 UTC,101422.29,29,,66.04,5.14,110,,,,,,,,,,,,372,,,,10,,METAR KMKE 081830Z AUTO 11010KT 10SM SCT037 29/22 A2995,,,,,,,,,,ESE,32.02,,scattered,,,,22.02,98802.42,101285.37
KMKE,07/08/2020 18:35 UTC,101422.29,29,,66.04,4.12,120,,,,,,,,,,,,382,,,,10,,METAR KMKE 081835Z AUTO 12008KT 10SM SCT038 29/22 A2995,,,,,,,,,,ESE,32.02,,scattered,,,,22.02,98802.42,101285.37
KMKE,07/08/2020 18:40 UTC,101422.29,29,,66.04,4.63,100,,,,,,,,,,,,382,452,,,10,,METAR KMKE 081840Z AUTO 10009KT 10SM SCT038 SCT045 29/22 A2995,,,,,,,,,,E,32.02,,scattered,,,,22.02,98802.42,101285.37
KMKE,07/08/2020 18:45 UTC,101422.29,29,,70.17,4.63,110,,,,,,,,,,,,382,,,,10,,METAR KMKE 081845Z AUTO 11009KT 10SM SCT038 29/23 A2995,,,,,,,,,,ESE,32.76,,scattered,,,,23.02,98802.42,101285.34
KMKE,07/08/2020 18:50 UTC,101422.29,30,,66.25,4.63,100,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081850Z AUTO 10009KT 10SM SCT038 SCT120 30/23 A2995,,,,,,,,,,E,34.16,,scattered,,,,23.03,98802.42,101277.07
KMKE,07/08/2020 18:52 UTC,101388.43,30,22.8,65.45,4.12,100,,,101330,,2502,,,,,,,382,1202,,,10,,KMKE 081852Z 10008KT 10SM SCT038TCU SCT120 SCT250 30/23 A2994 RMK AO2 SLP133 TCU NW T03000228,,,,,,,,,,E,33.98,,scattered,,,,22.83,98769.43,101243.26
KMKE,07/08/2020 18:55 UTC,101388.43,29,,70.17,5.66,100,,,,,,,,,,,,386,,,,10,,METAR KMKE 081855Z AUTO 10011KT 10SM FEW038 29/23 A2994,,,,,,,,,,E,32.76,,thin scattered,,,,23.02,98769.43,101251.53
KMKE,07/08/2020 19:00 UTC,101388.43,29,,70.17,5.66,100,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081900Z AUTO 10011KT 10SM SCT038 SCT120 29/23 A2994,,,,,,,,,,E,32.76,,scattered,,,,23.02,98769.43,101251.53
KMKE,07/08/2020 19:05 UTC,101388.43,29,,70.17,5.14,100,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081905Z AUTO 10010KT 10SM SCT038 SCT120 29/23 A2994,,,,,,,,,,E,32.76,,scattered,,,,23.02,98769.43,101251.53
KMKE,07/08/2020 19:10 UTC,101388.43,29,,66.04,4.63,110,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081910Z AUTO 11009KT 10SM SCT038 SCT120 29/22 A2994,,,,,,,,,,ESE,32.02,,scattered,,,,22.02,98769.43,101251.55
KMKE,07/08/2020 19:15 UTC,101354.56,29,,66.04,5.14,120,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081915Z AUTO 12010KT 10SM SCT038 SCT120 29/22 A2993,,,,,,,,,,ESE,32.02,,scattered,,,,22.02,98736.44,101217.73
KMKE,07/08/2020 19:20 UTC,101354.56,29,,70.17,5.66,110,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081920Z AUTO 11011KT 10SM SCT038 SCT120 29/23 A2993,,,,,,,,,,ESE,32.76,,scattered,,,,23.02,98736.44,101217.71
KMKE,07/08/2020 19:25 UTC,101354.56,28,,69.98,5.14,110,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081925Z AUTO 11010KT 10SM SCT038 SCT120 28/22 A2993,,,,,,,,,,ESE,30.66,,scattered,,,,22.01,98736.44,101226.05
KMKE,07/08/2020 19:30 UTC,101320.7,28,,69.98,5.14,100,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081930Z AUTO 10010KT 10SM SCT038 SCT120 28/22 A2992,,,,,,,,,,E,30.66,,scattered,,,,22.01,98703.45,101192.23
KMKE,07/08/2020 19:35 UTC,101320.7,29,,70.17,4.63,90,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081935Z AUTO 09009KT 10SM SCT038 SCT120 29/23 A2992,,,,,,,,,,E,32.76,,scattered,,,,23.02,98703.45,101183.89
KMKE,07/08/2020 19:40 UTC,101320.7,28,,69.98,4.63,110,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081940Z AUTO 11009KT 10SM SCT038 SCT120 28/22 A2992,,,,,,,,,,ESE,30.66,,scattered,,,,22.01,98703.45,101192.23
KMKE,07/08/2020 19:45 UTC,101286.84,28,,69.98,3.6,100,,,,,,,,,,,,382,1202,,,10,,METAR KMKE 081945Z AUTO 10007KT 10SM SCT038 SCT120 28/22 A2991,,,,,,,,,,E,30.66,,scattered,,,,22.01,98670.47,101158.41
KMKE,07/08/2020 19:50 UTC,101286.84,29,,66.04,4.63,110,,,,,803,,,,,,,382,453,,,10,,METAR KMKE 081950Z AUTO 11009KT 10SM SCT038 BKN045 BKN080 29/22 A2991,,,,1371.6,,,,,,ESE,32.02,,broken,,,,22.02,98670.47,101150.09
KMKE,07/08/2020 19:52 UTC,101286.84,28.9,21.7,65.22,4.63,100,,,101230,13,,,,,,0.025,,413,953,,,10,,KMKE 081952Z 10009KT 10SM -RA BKN041TCU BKN095 29/22 A2991 RMK AO2  RAB52 SLP123 TCU W P0000 T02890217,,,,1249.68,,,,,,E,31.69,light rain,light rain,,,,21.72,98670.47,101150.93
KMKE,07/08/2020 19:55 UTC,101286.84,29,,66.04,4.12,100,,,,,753,,,,,,,376,442,,,10,,METAR KMKE 081955Z AUTO 10008KT 10SM FEW037 SCT044 BKN075 29/22 A2991,,,,2286,,,,,,E,32.02,,broken,,,,22.02,98670.47,101150.09
KMKE,07/08/2020 20:00 UTC,101286.84,29,,66.04,4.63,100,,,,,903,,,,,,,423,753,,,10,,METAR KMKE 082000Z AUTO 10009KT 10SM BKN042 BKN075 BKN090 29/22 A2991,,,,1280.16,,,,,,E,32.02,,broken,,,,22.02,98670.47,101150.09
KMKE,07/08/2020 20:05 UTC,101286.84,29,,66.04,4.63,100,,,,,903,,,,,,,422,753,,,10,,METAR KMKE 082005Z AUTO 10009KT 10SM SCT042 BKN075 BKN090 29/22 A2991,,,,2286,,,,,,E,32.02,,broken,,,,22.02,98670.47,101150.09
KMKE,07/08/2020 20:10 UTC,101252.97,29,,66.04,4.63,110,,,,,902,,,,,,,426,752,,,10,,METAR KMKE 082010Z AUTO 11009KT 10SM FEW042 SCT075 SCT090 29/22 A2990,,,,,,,,,,ESE,32.02,,scattered,,,,22.02,98637.47,101116.27
KMKE,07/08/2020 20:15 UTC,101252.97,29,,66.04,5.14,110,,,,,906,,,,,,,396,466,,,10,,METAR KMKE 082015Z AUTO 11010KT 10SM FEW039 FEW046 FEW090 29/22 A2990,,,,,,,,,,ESE,32.02,,thin scattered,,,,22.02,98637.47,101116.27
KMKE,07/08/2020 20:20 UTC,101252.97,29,,66.04,5.14,120,,,,,,,,,,,,396,,,,10,,METAR KMKE 082020Z AUTO 12010KT 10SM FEW039 29/22 A2990,,,,,,,,,,ESE,32.02,,thin scattered,,,,22.02,98637.47,101116.27
KMKE,07/08/2020 20:25 UTC,101252.97,29,,66.04,6.17,110,,,,,,,,,,,,416,,,,10,,METAR KMKE 082025Z AUTO 11012KT 10SM FEW041 29/22 A2990,,,,,,,,,,ESE,32.02,,thin scattered,,,,22.02,98637.47,101116.27
KMKE,07/08/2020 20:30 UTC,101219.11,29,,66.04,4.12,130,,,,,,,,,,,,1,,,,10,,METAR KMKE 082030Z AUTO 13008KT 10SM CLR 29/22 A2989,,,,,,,,,,SE,32.02,,clear,,,,22.02,98604.49,101082.45
KMKE,07/08/2020 20:35 UTC,101219.11,29,,66.04,5.66,130,,,,,,,,,,,,1,,,,10,,METAR KMKE 082035Z AUTO 13011KT 10SM CLR 29/22 A2989,,,,,,,,,,SE,32.02,,clear,,,,22.02,98604.49,101082.45
KMKE,07/08/2020 20:45 UTC,101219.11,29,,66.04,,,,,,,,,,,,,,1,,,,10,,METAR KMKE 082045Z AUTO 10SM CLR 29/22 A2989,,,,,,,,,,,32.02,,clear,,,,22.02,98604.49,101082.45
KMKE,07/08/2020 20:50 UTC,101219.11,29,,66.04,,,,,,,,,,,,,,456,,,,10,,METAR KMKE 082050Z AUTO 10SM FEW045 29/22 A2989,,,,,,,,,,,32.02,,thin scattered,,,,22.02,98604.49,101082.45
KMKE,07/08/2020 20:52 UTC,101219.11,29.4,21.7,63.37,5.14,130,,,101150,,,,,,8023,0.025,0.025,406,2506,,,10,,KMKE 082052Z 13010KT 10SM FEW040TCU FEW250 29/22 A2989 RMK AO2  RAE1955 SLP115 TCU SW-W P0000 60000 T02940217 58023,,,,,,,,,,SE,32.33,,thin scattered,,,,21.73,98604.49,101079.15
KMKE,07/08/2020 20:55 UTC,101219.11,30,,62.35,4.12,140,,,,,,,,,,,,1,,,,10,,METAR KMKE 082055Z AUTO 14008KT 10SM CLR 30/22 A2989,,,,,,,,,,SE,33.31,,clear,,,,22.03,98604.49,101074.2
KMKE,07/08/2020 21:00 UTC,101185.24,29,,66.04,4.63,140,,,,,,,,,,,,1,,,,10,,METAR KMKE 082100Z AUTO 14009KT 10SM CLR 29/22 A2988,,,,,,,,,,SE,32.02,,clear,,,,22.02,98571.49,101048.63
KMKE,07/08/2020 21:05 UTC,101185.24,29,,66.04,4.63,120,,,,,,,,,,,,1,,,,10,,METAR KMKE 082105Z AUTO 12009KT 10SM CLR 29/22 A2988,,,,,,,,,,ESE,32.02,,clear,,,,22.02,98571.49,101048.63
