Station_ID,time,altimeter_set_1,air_temp,dew_point_temp,relative_humidity_set_1,wind_speed,wind_direction,wind_gust_set_1,snow_depth_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,cloud_low_symbol_set_1,cloud_mid_symbol_set_1,cloud_high_symbol_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure,sea_level_pressure_set_1d
KMKE,09/02/2018 13:00 UTC,101794.79,22,,83.13,4.12,190,,,,,,,,,,,,606,,,,10,,METAR KMKE 021300Z AUTO 19008KT 10SM FEW060 22/19 A3006,,,,,,,,,,S,,,thin scattered,,,,18.99,99165.29,101717.13
KMKE,09/02/2018 13:05 UTC,101794.79,22,,88.46,3.6,190,,,,,,,,,,,,606,,,,10,,METAR KMKE 021305Z AUTO 19007KT 10SM FEW060 22/20 A3006,,,,,,,,,,S,,,thin scattered,,,,20,99165.29,101717.11
KMKE,09/02/2018 13:10 UTC,101794.79,22,,88.46,4.12,180,,,,,,,,,,,,606,,,,10,,METAR KMKE 021310Z AUTO 18008KT 10SM FEW060 22/20 A3006,,,,,,,,,,S,,,thin scattered,,,,20,99165.29,101717.11
KMKE,09/02/2018 13:15 UTC,101794.79,23,,83.25,5.14,170,,,,,,,,,,,,606,,,,10,,METAR KMKE 021315Z AUTO 17010KT 10SM FEW060 23/20 A3006,,,,,,,,,,S,,,thin scattered,,,,19.99,99165.29,101708.41
KMKE,09/02/2018 13:20 UTC,101760.93,23,,83.25,4.63,170,,,,,,,,,,,,606,,,,10,,METAR KMKE 021320Z AUTO 17009KT 10SM FEW060 23/20 A3005,,,,,,,,,,S,,,thin scattered,,,,19.99,99132.31,101674.58
KMKE,09/02/2018 13:25 UTC,101794.79,23,,83.25,4.63,180,,,,,,,,,,,,606,,,,10,,METAR KMKE 021325Z AUTO 18009KT 10SM FEW060 23/20 A3006,,,,,,,,,,S,,,thin scattered,,,,19.99,99165.29,101708.41
KMKE,09/02/2018 13:30 UTC,101794.79,23,,83.25,3.6,190,,,,,,,,,,,,606,,,,10,,METAR KMKE 021330Z AUTO 19007KT 10SM FEW060 23/20 A3006,,,,,,,,,,S,,,thin scattered,,,,19.99,99165.29,101708.41
KMKE,09/02/2018 13:35 UTC,101794.79,23,,83.25,3.6,200,,,,,,,,,,,,606,,,,10,,METAR KMKE 021335Z AUTO 20007KT 10SM FEW060 23/20 A3006,,,,,,,,,,SSW,,,thin scattered,,,,19.99,99165.29,101708.41
KMKE,09/02/2018 13:40 UTC,101794.79,23,,78.24,4.12,210,,,,,,,,,,,,606,,,,10,,METAR KMKE 021340Z AUTO 21008KT 10SM FEW060 23/19 A3006,,,,,,,,,,SSW,,,thin scattered,,,,18.99,99165.29,101708.43
KMKE,09/02/2018 13:45 UTC,101794.79,23,,78.24,3.6,190,,,,,,,,,,,,606,,,,10,,METAR KMKE 021345Z AUTO 19007KT 10SM FEW060 23/19 A3006,,,,,,,,,,S,,,thin scattered,,,,18.99,99165.29,101708.43
