Station_ID,time,altimeter_set_1,air_temp,dew_point_temp,relative_humidity_set_1,wind_speed,wind_direction,wind_gust_set_1,snow_depth_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,cloud_low_symbol_set_1,cloud_mid_symbol_set_1,cloud_high_symbol_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure,sea_level_pressure_set_1d
KMKE,09/06/2016 18:00 UTC,101625.47,33,,55.9,6.17,210,,,,,,,,,,,,1,,,,10,,METAR KMKE 061800Z AUTO 21012KT 10SM CLR 33/23 A3001,,,,,,,,,,SSW,38.11,,clear,,,,23.06,99000.35,101455.42
KMKE,09/06/2016 18:05 UTC,101625.47,33,,55.9,7.2,230,,,,,,,,,,,,1,,,,10,,METAR KMKE 061805Z AUTO 23014KT 10SM CLR 33/23 A3001,,,,,,,,,,SW,38.11,,clear,,,,23.06,99000.35,101455.42
KMKE,09/06/2016 18:10 UTC,101625.47,33,,55.9,5.66,210,,,,,,,,,,,,1,,,,10,,METAR KMKE 061810Z AUTO 21011KT 10SM CLR 33/23 A3001,,,,,,,,,,SSW,38.11,,clear,,,,23.06,99000.35,101455.42
KMKE,09/06/2016 18:15 UTC,101591.61,33,,55.9,6.17,200,,,,,,,,,,,,1,,,,10,,METAR KMKE 061815Z AUTO 20012KT 10SM CLR 33/23 A3000,,,,,,,,,,SSW,38.11,,clear,,,,23.06,98967.36,101421.61
KMKE,09/06/2016 18:20 UTC,101591.61,33,,55.9,6.69,200,,,,,,,,,,,,1,,,,10,,METAR KMKE 061820Z AUTO 20013KT 10SM CLR 33/23 A3000,,,,,,,,,,SSW,38.11,,clear,,,,23.06,98967.36,101421.61
KMKE,09/06/2016 18:25 UTC,101591.61,33,,55.9,5.14,230,,,,,,,,,,,,1,,,,10,,METAR KMKE 061825Z AUTO 23010KT 10SM CLR 33/23 A3000,,,,,,,,,,SW,38.11,,clear,,,,23.06,98967.36,101421.61
KMKE,09/06/2016 18:30 UTC,101557.75,33,,55.9,7.72,200,,,,,,,,,,,,1,,,,10,,METAR KMKE 061830Z AUTO 20015KT 10SM CLR 33/23 A2999,,,,,,,,,,SSW,38.11,,clear,,,,23.06,98934.38,101387.81
KMKE,09/06/2016 18:35 UTC,101557.75,33,,55.9,8.23,210,,,,,,,,,,,,1,,,,10,,METAR KMKE 061835Z AUTO 21016KT 10SM CLR 33/23 A2999,,,,,,,,,,SSW,38.11,,clear,,,,23.06,98934.38,101387.81
KMKE,09/06/2016 18:40 UTC,101557.75,33,,55.9,6.17,200,,,,,,,,,,,,1,,,,10,,METAR KMKE 061840Z AUTO 20012KT 10SM CLR 33/23 A2999,,,,,,,,,,SSW,38.11,,clear,,,,23.06,98934.38,101387.81
KMKE,09/06/2016 18:45 UTC,101523.88,33,,55.9,6.17,210,,,,,,,,,,,,1,,,,10,,METAR KMKE 061845Z AUTO 21012KT 10SM CLR 33/23 A2998,,,,,,,,,,SSW,38.11,,clear,,,,23.06,98901.38,101354
KMKE,09/06/2016 18:50 UTC,101523.88,34,,52.86,7.72,210,,,,,,,,,,,,506,856,,,10,,METAR KMKE 061850Z AUTO 21015KT 10SM FEW050 FEW085 34/23 A2998,,,,,,,,,,SSW,39.39,,thin scattered,,,,23.08,98901.38,101345.93
