Station_ID,time,altimeter_set_1,air_temp,dew_point_temp,relative_humidity_set_1,wind_speed,wind_direction,wind_gust_set_1,snow_depth_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,cloud_low_symbol_set_1,cloud_mid_symbol_set_1,cloud_high_symbol_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure,sea_level_pressure_set_1d
KMKE,07/11/2017 08:00 UTC,101049.79,19,,93.94,1.54,50,,,,,,,,,,,,,,,,10,,METAR KMKE 110800Z AUTO 05003KT 10SM 19/18 A2984,,,,,,,,,,NE,,,,,,,18,98439.54,100999
KMKE,07/11/2017 08:05 UTC,101049.79,19,,93.94,2.06,60,,,,,,,,,,,,,,,,10,,METAR KMKE 110805Z AUTO 06004KT 10SM 19/18 A2984,,,,,,,,,,ENE,,,,,,,18,98439.54,100999
KMKE,07/11/2017 08:10 UTC,101049.79,19,,93.94,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 110810Z AUTO 00000KT 10SM 19/18 A2984,,,,,,,,,,N,,,,,,,18,98439.54,100999
KMKE,07/11/2017 08:15 UTC,101049.79,19,,93.94,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 110815Z AUTO 00000KT 10SM 19/18 A2984,,,,,,,,,,N,,,,,,,18,98439.54,100999
KMKE,07/11/2017 08:20 UTC,101049.79,19,,100,1.54,100,,,,,,,,,,,,,,,,10,,METAR KMKE 110820Z AUTO 10003KT 10SM 19/19 A2984,,,,,,,,,,E,,,,,,,19,98439.54,100998.99
KMKE,07/11/2017 08:25 UTC,101049.79,19,,93.94,0,0,,,,,,,,,,,,,,,,10,,METAR KMKE 110825Z AUTO 00000KT 10SM 19/18 A2984,,,,,,,,,,N,,,,,,,18,98439.54,100999
KMKE,07/11/2017 08:30 UTC,101049.79,19,,93.94,1.54,70,,,,,,,,,,,,,,,,10,,METAR KMKE 110830Z AUTO 07003KT 10SM 19/18 A2984,,,,,,,,,,ENE,,,,,,,18,98439.54,100999
KMKE,07/11/2017 08:35 UTC,101049.79,19,,93.94,1.54,70,,,,,,,,,,,,,,,,10,,METAR KMKE 110835Z AUTO 07003KT 10SM 19/18 A2984,,,,,,,,,,ENE,,,,,,,18,98439.54,100999
KMKE,07/11/2017 08:40 UTC,101049.79,19,,93.94,1.54,70,,,,,,,,,,,,,,,,10,,METAR KMKE 110840Z AUTO 07003KT 10SM 19/18 A2984,,,,,,,,,,ENE,,,,,,,18,98439.54,100999
KMKE,07/11/2017 08:45 UTC,101049.79,19,,93.94,2.06,80,,,,,,,,,,,,,,,,10,,METAR KMKE 110845Z AUTO 08004KT 10SM 19/18 A2984,,,,,,,,,,E,,,,,,,18,98439.54,100999
